Animal_ID,Name,Habitat,Weight_kg,Height_cm,Lifespan_years,Is_Carnivore,Endangered,Speed_kmh,Population_Status,Continent
53,Mole,Forest,281.87993299847466,158.5069869067915,82.96965382332719,,1.0,95.12009646523146,Declining,Asia
53,Mole,Forest,281.87993299847466,158.5069869067915,82.96965382332719,,1.0,95.12009646523146,Declining,Asia
54,Hedgehog,Savanna,268.5007914530808,75.683774807402,38.578301575481234,,1.0,50.602419966946066,Declining,Europe
55,Bat,Savanna,179.57104365392,197.10010921874047,16.19780921458094,0.0,1.0,76.53997052620545,Increasing,nan
56,Squirrel,Forest,276.6013333894235,60.56626441144752,54.13535296526122,1.0,,104.1718265058757,nan,Africa
57,Chipmunk,Savanna,27.00350436454989,210.37194404971513,77.91938109746664,1.0,1.0,114.19487172062884,nan,Africa
58,Porcupine,Savanna,59.19686729453399,122.15325042715585,24.718818639696945,,0.0,21.913450306839362,Declining,Africa
59,Raccoon,Forest,14.045573028706151,281.651696733653,63.79748567862403,1.0,1.0,111.55757689357186,Increasing,Africa
60,Skunk,Savanna,97.93643406359767,49.881073802338044,12.193356639401728,,,61.59337370414689,Declining,Africa
61,Badger,Savanna,116.90884826199986,108.90924180457496,8.961445232186339,1.0,1.0,34.69810465438021,Declining,Asia
62,Weasel,Forest,81.76903501628182,42.90732115977083,55.01004463054221,,,57.80061196740005,Declining,nan
63,Ferret,Savanna,248.70688399100283,278.1611493007832,55.90097167457023,1.0,,117.70374615782985,Increasing,Europe
64,Mink,Savanna,107.34762134472999,264.4284124804845,65.19327054382782,0.0,1.0,61.65108080918,nan,Europe
65,Lynx,Forest,84.63988565137053,84.80307203739513,73.70476803737552,1.0,0.0,42.80643518306344,Increasing,Europe
66,Cougar,Savanna,163.0374769058954,201.39537334991192,97.68179962840333,1.0,,77.84109824642346,Stable,Europe
67,Jaguar,Savanna,42.706805379941414,246.99443805835259,53.56483343691475,0.0,1.0,32.6167461594922,Increasing,Asia
68,Leopard,Forest,,171.00823536384408,35.00382140235961,1.0,1.0,13.72428273249635,Increasing,North America
68,Leopard,Forest,,171.00823536384408,35.00382140235961,1.0,1.0,13.72428273249635,Increasing,North America
69,Ocelot,Savanna,22.82791778209136,163.59866772324187,80.33787469779556,0.0,0.0,19.82116801972466,Increasing,nan
70,Serval,Savanna,296.0726375118549,80.13716436113098,29.999896121159125,1.0,,19.72527148014383,Increasing,Africa
71,Caracal,Forest,231.7873084043489,36.99980266371077,46.141256387741066,,,22.46880975391385,nan,North America
72,Cheetah,Savanna,60.01534661948464,270.19256980646475,,,1.0,20.965124854682166,Stable,Europe
73,Lion,Savanna,2.1538740785189185,271.12123657736583,6.433671367883921,1.0,1.0,78.70059565236969,nan,North America
74,Tiger,Forest,244.73069782222282,193.5994226092477,96.4142478090808,1.0,0.0,25.916209705901654,nan,nan
75,Leopard,Savanna,212.20377448236133,108.3186394041232,84.25409156917176,1.0,0.0,44.75173758224427,Increasing,Africa
76,Panther,Savanna,,111.27077663767166,70.813523784995,,,108.13066713919136,Declining,Africa
77,Hyena,Forest,231.49546883244074,220.52714687236943,43.25948266376991,1.0,,59.50558863023032,Declining,nan
78,Jackal,Savanna,22.676373194360064,270.1619753862474,20.636254726801194,,1.0,81.76913992991813,nan,nan
79,Coyote,Savanna,107.86048569900964,267.255063036884,19.01795609642426,0.0,,24.81678518818743,nan,Europe
80,Wild Dog,Forest,35.20278332777635,236.1639082987109,28.02331822380115,,0.0,27.113237162997137,Increasing,Africa
81,Anteater,Savanna,258.9994760497403,196.18917738474346,56.72575981178757,,0.0,9.699890870645069,nan,North America
82,Armadillo,Savanna,187.1777889848536,34.40058984856417,72.60120857920599,0.0,1.0,24.427532253298924,Increasing,Asia
83,Sloth,Forest,99.60395844336843,56.872327087437995,67.3789481649022,,0.0,37.03788898867524,Declining,Asia
83,Sloth,Forest,99.60395844336843,56.872327087437995,67.3789481649022,,0.0,37.03788898867524,Declining,Asia
84,Capybara,Savanna,19.53572591066408,270.580714672853,30.873654106810513,1.0,0.0,25.356205691825885,Declining,nan
85,Porcupine,Savanna,93.63920535384084,185.86442730128107,95.66706694366664,1.0,0.0,15.200791382061395,Stable,Europe
86,Guinea Pig,Forest,97.89240494701075,12.667144968822598,74.83810400279378,,0.0,18.873125176569093,Declining,Asia
87,Hamster,Savanna,219.0170504122502,39.42674743114931,57.21798904109447,1.0,1.0,57.98955832376346,nan,Africa
88,Mouse,Savanna,191.44846267088633,202.4155130413362,62.72519163849782,,1.0,28.728377616666137,Declining,nan
89,Rat,Forest,266.2202164016098,11.46785931540342,44.28160599306783,1.0,,46.89103402052868,Increasing,North America
90,Vole,Savanna,141.9283700860038,56.63433491107461,27.782174992111116,1.0,0.0,62.892986148308545,Declining,nan
91,Shrew,Savanna,36.31847665852136,169.13279891630998,38.17337715052111,,,84.395405292377,Stable,North America
92,Hedgehog,Forest,214.116813773287,210.64960733088105,,1.0,1.0,9.520896081726377,Declining,nan
93,Mole,Savanna,228.35512206076078,199.06876525575416,5.381774908456563,,1.0,96.9321958745399,Increasing,nan
94,Badger,Savanna,168.60252067206412,75.03809974356234,15.142973488663959,1.0,1.0,77.20854479145439,Increasing,nan
95,Otter,Forest,231.40467039639103,216.5319741907854,8.416253634088264,1.0,1.0,14.40228867412027,nan,North America
96,Wolverine,Savanna,148.39178111113503,78.80223537407203,7.909965022621133,0.0,1.0,105.46154177227938,Declining,North America
97,Honey Badger,Savanna,157.05848239990723,104.36591246618764,86.12421606505669,0.0,1.0,110.90032606115852,Increasing,nan
98,Ratel,Forest,128.5485349983856,226.482507484227,71.55115450048227,,1.0,12.023965383309331,Stable,Asia
99,Weasel,Savanna,8.113028459856508,198.39354072369224,49.52068759238322,0.0,0.0,36.84092953692843,nan,Europe
100,Ermine,Savanna,,256.2747890433116,13.392079422496142,,,97.71314717620206,Stable,Europe
101,Stoat,Forest,9.913041113176908,200.70773876709958,51.19512401121591,0.0,1.0,91.04986439412072,Declining,Europe
102,Mink,Savanna,191.10491817350223,174.80949496728678,49.45328999493431,1.0,0.0,26.21991722598339,Declining,North America
103,Polecat,Savanna,94.64961633235984,37.16568267014682,20.627379511361458,,0.0,29.075172183721683,Declining,North America
104,Ferret,Forest,152.81692200382847,116.63758288723572,45.649758326845415,,,47.60429182100893,nan,Asia
105,Sable,Savanna,272.31615894086485,86.90868662770038,42.25645450214785,1.0,1.0,60.72014329696745,Increasing,Europe
106,Marten,Savanna,75.16302263008805,80.75699657993424,,,,76.09929872598403,nan,Europe
107,Fisher,Forest,123.4096854491711,292.17306087820924,64.96899048329381,,1.0,47.425068550523825,Stable,nan
108,Genet,Savanna,,123.99834015336052,8.349184938116274,0.0,0.0,58.19149235531201,nan,North America
109,Civet,Savanna,69.02505056474092,268.69350100136285,39.96281100414124,,0.0,90.959157885382,Stable,Europe
110,Lemur,Forest,23.5554829937235,193.03020153920625,64.0825519085667,1.0,0.0,9.218568332418759,nan,Asia
111,Tiger,Savanna,87.28056014767353,240.49527802707803,52.30108082368842,0.0,0.0,34.030248599562384,Increasing,Asia
112,Monkey,Savanna,,155.7647570005057,86.22302475407893,0.0,,87.03520237672353,Stable,Europe
113,Elephant,Forest,278.94444687660064,177.30212654164413,,1.0,1.0,107.94878633402793,Declining,North America
114,Leo,Savanna,242.53205367954288,152.83013120747054,19.64170499981725,1.0,1.0,63.8429058433016,Declining,Asia
115,Tiger,Savanna,190.20442507487184,66.6204664614329,10.774599750441265,0.0,,66.19305080551129,nan,nan
116,Elephant,Forest,261.50244676122145,219.51111342583656,65.6722507078063,,1.0,17.324781304074246,Declining,Asia
110,Lemur,Forest,23.5554829937235,193.03020153920625,64.0825519085667,1.0,0.0,9.218568332418759,nan,Asia
117,Giraffe,Savanna,241.19978703128479,91.42398510784818,6.545085811995694,0.0,0.0,56.452422184697284,Stable,Africa
118,Zebra,Savanna,56.37773263636773,17.051630265121613,60.23445580225248,1.0,1.0,66.25098564232766,Declining,Africa
119,Lion,Forest,267.82142004774835,197.18696581307867,94.26210317679593,0.0,0.0,32.884107917993916,Increasing,North America
120,Monkey,Savanna,162.0330014537374,,59.24552107608438,1.0,,35.96297155917881,Increasing,Europe
45,Tiger,Savanna,260.0,90.0,15.0,True,True,100.0,Declining,Asia
78,Monkey,Forest,7.0,50.0,40.0,True,False,40.0,Stable,Asia
24,Frog,Savanna,110.22537206646066,97.25470984686321,53.75964662691872,1.0,,31.293922632898212,nan,North America
92,Elephant,Savanna,6000.0,300.0,60.0,False,False,40.0,Stable,Africa
